Year Month,State,Countym,Industry,Count
2016 March,New Mexico,"Sandoval County, NM",[Total],1
2016 March,New Mexico,"Santa Fe County, NM",Casino/Card Club - Tribal Authorized Casino,1
2016 March,New Mexico,"Santa Fe County, NM",[Total],1
2016 March,New Mexico,[Total],[Total],35
2016 March,[Total],[Total],[Total],"1,843"
2016 April,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,13
2016 April,Arizona,"Maricopa County, AZ",[Total],13
2016 April,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,6
2016 April,Arizona,"Pima County, AZ",[Total],6
2016 April,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,10
2016 April,Arizona,"Pinal County, AZ",[Total],10
2016 April,Arizona,[Total],[Total],29
2016 April,California,"Alameda County, CA",Casino/Card Club - Card Club,2
2016 April,California,"Alameda County, CA",[Total],2
2016 April,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,3
2016 April,California,"Amador County, CA",[Total],3
2016 April,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 April,California,"Colusa County, CA",[Total],1
2016 April,California,"Contra Costa County, CA",Casino/Card Club - Card Club,3
2016 April,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,22
2016 April,California,"Contra Costa County, CA",[Total],25
2016 April,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 April,California,"Del Norte County, CA",[Total],1
2016 April,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,6
2016 April,California,"El Dorado County, CA",[Total],6
2016 April,California,"Fresno County, CA",Casino/Card Club - Card Club,2
2016 April,California,"Fresno County, CA",[Total],2
2016 April,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,15
2016 April,California,"Humboldt County, CA",[Total],15
2016 April,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,2
2016 April,California,"Imperial County, CA",[Total],2
2016 April,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,2
2016 April,California,"Kings County, CA",[Total],2
2016 April,California,"Los Angeles County, CA",Casino/Card Club - Card Club,144
2016 April,California,"Los Angeles County, CA",[Total],144
2016 April,California,"Mendocino County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 April,California,"Mendocino County, CA",[Total],1
2016 April,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,5
2016 April,California,"Placer County, CA",[Total],5
2016 April,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,28
2016 April,California,"Riverside County, CA",[Total],28
2016 April,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,2
2016 April,California,"Sacramento County, CA",[Total],2
2016 April,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,57
2016 April,California,"San Bernardino County, CA",[Total],57
2016 April,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,54
2016 April,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,17
2016 April,California,"San Diego County, CA",[Total],71
2016 April,California,"San Joaquin County, CA",Casino/Card Club - Card Club,1
2016 April,California,"San Joaquin County, CA",[Total],1
2016 April,California,"San Mateo County, CA",Casino/Card Club - Card Club,7
2016 April,California,"San Mateo County, CA",[Total],7
2016 April,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,7
2016 April,California,"Santa Barbara County, CA",[Total],7
2016 April,California,"Santa Clara County, CA",Casino/Card Club - Card Club,18
2016 April,California,"Santa Clara County, CA",[Total],18
2016 April,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,21
2016 April,California,"Sonoma County, CA",[Total],21
2016 April,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,4
2016 April,California,"Tehama County, CA",[Total],4
2016 April,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,12
2016 April,California,"Tulare County, CA",[Total],12
2016 April,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,4
2016 April,California,"Tuolumne County, CA",[Total],4
2016 April,California,"Ventura County, CA",Casino/Card Club - Card Club,3
2016 April,California,"Ventura County, CA",[Total],3
2016 April,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,28
2016 April,California,"Yolo County, CA",[Total],28
2016 April,California,[Total],[Total],472
2016 April,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,107
2016 April,Colorado,"Gilpin County, CO",[Total],107
2016 April,Colorado,"La Plata County, CO",Casino/Card Club - Tribal Authorized Casino,1
2016 April,Colorado,"La Plata County, CO",[Total],1
2016 April,Colorado,[Total],[Total],108
2016 April,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"1,116"
2016 April,Nevada,"Clark County, NV",[Total],"1,116"
2016 April,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,25
2016 April,Nevada,"Douglas County, NV",[Total],25
2016 April,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,14
2016 April,Nevada,"Elko County, NV",[Total],14
2016 April,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,27
2016 April,Nevada,"Washoe County, NV",[Total],27
2016 April,Nevada,[Total],[Total],"1,182"
2016 April,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,14
2016 April,New Mexico,"Bernalillo County, NM",[Total],14
2016 April,New Mexico,"Cibola County, NM",Casino/Card Club - Tribal Authorized Casino,1
2016 April,New Mexico,"Cibola County, NM",[Total],1
2016 April,New Mexico,"Rio Arriba County, NM",Casino/Card Club - Tribal Authorized Casino,3
2016 April,New Mexico,"Rio Arriba County, NM",[Total],3
2016 April,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,1
2016 April,New Mexico,"Sandoval County, NM",[Total],1
2016 April,New Mexico,[Total],[Total],19
2016 April,[Total],[Total],[Total],"1,810"
2016 May,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,7
2016 May,Arizona,"Maricopa County, AZ",[Total],7
2016 May,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2016 May,Arizona,"Pima County, AZ",[Total],1
2016 May,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,8
2016 May,Arizona,"Pinal County, AZ",[Total],8
2016 May,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,2
2016 May,Arizona,"Yavapai County, AZ",[Total],2
2016 May,Arizona,"Yuma County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2016 May,Arizona,"Yuma County, AZ",[Total],2
2016 May,Arizona,[Total],[Total],20
2016 May,California,"Alameda County, CA",Casino/Card Club - Card Club,2
2016 May,California,"Alameda County, CA",[Total],2
2016 May,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 May,California,"Amador County, CA",[Total],1
2016 May,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,3
2016 May,California,"Butte County, CA",[Total],3
2016 May,California,"Contra Costa County, CA",Casino/Card Club - Card Club,4
2016 May,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,30
2016 May,California,"Contra Costa County, CA",[Total],34
2016 May,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,3
2016 May,California,"El Dorado County, CA",[Total],3
2016 May,California,"Fresno County, CA",Casino/Card Club - Card Club,2
2016 May,California,"Fresno County, CA",[Total],2
2016 May,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,15
2016 May,California,"Humboldt County, CA",[Total],15
2016 May,California,"Kern County, CA",Casino/Card Club - Card Club,8
2016 May,California,"Kern County, CA",[Total],8
2016 May,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,2
2016 May,California,"Kings County, CA",[Total],2
2016 May,California,"Lake County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 May,California,"Lake County, CA",[Total],1
2016 May,California,"Los Angeles County, CA",Casino/Card Club - Card Club,100
2016 May,California,"Los Angeles County, CA",[Total],100
2016 May,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,13
2016 May,California,"Placer County, CA",[Total],13
2016 May,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,46
2016 May,California,"Riverside County, CA",[Total],46
2016 May,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,67
2016 May,California,"San Bernardino County, CA",[Total],67
2016 May,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,51
2016 May,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,20
2016 May,California,"San Diego County, CA",[Total],71
2016 May,California,"San Mateo County, CA",Casino/Card Club - Card Club,7
2016 May,California,"San Mateo County, CA",[Total],7
2016 May,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,4
2016 May,California,"Santa Barbara County, CA",[Total],4
2016 May,California,"Santa Clara County, CA",Casino/Card Club - Card Club,16
2016 May,California,"Santa Clara County, CA",[Total],16
2016 May,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,21
2016 May,California,"Sonoma County, CA",[Total],21
2016 May,California,"Stanislaus County, CA",Casino/Card Club - Card Club,1
2016 May,California,"Stanislaus County, CA",[Total],1
2016 May,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,2
2016 May,California,"Tehama County, CA",[Total],2
2016 May,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,10
2016 May,California,"Tulare County, CA",[Total],10
2016 May,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,4
2016 May,California,"Tuolumne County, CA",[Total],4
2016 May,California,"Ventura County, CA",Casino/Card Club - Card Club,4
2016 May,California,"Ventura County, CA",[Total],4
2016 May,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,27
2016 May,California,"Yolo County, CA",[Total],27
2016 May,California,[Total],[Total],464
2016 May,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,67
2016 May,Colorado,"Gilpin County, CO",[Total],67
2016 May,Colorado,[Total],[Total],67
2016 May,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,864
2016 May,Nevada,"Clark County, NV",[Total],864
2016 May,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,27
2016 May,Nevada,"Douglas County, NV",[Total],27
2016 May,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,4
2016 May,Nevada,"Elko County, NV",[Total],4
2016 May,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,23
2016 May,Nevada,"Washoe County, NV",[Total],23
2016 May,Nevada,[Total],[Total],918
2016 May,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,17
2016 May,New Mexico,"Bernalillo County, NM",[Total],17
2016 May,New Mexico,[Total],[Total],17
2016 May,[Total],[Total],[Total],"1,486"
2016 June,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,19
2016 June,Arizona,"Maricopa County, AZ",[Total],19
2016 June,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,6
2016 June,Arizona,"Pima County, AZ",[Total],6
2016 June,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,20
2016 June,Arizona,"Pinal County, AZ",[Total],20
2016 June,Arizona,"Yavapai County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2016 June,Arizona,"Yavapai County, AZ",[Total],1
2016 June,Arizona,"Yuma County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2016 June,Arizona,"Yuma County, AZ",[Total],1
2016 June,Arizona,[Total],[Total],47
2016 June,California,"Alameda County, CA",Casino/Card Club - Card Club,2
2016 June,California,"Alameda County, CA",[Total],2
2016 June,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,2
2016 June,California,"Amador County, CA",[Total],2
2016 June,California,"Contra Costa County, CA",Casino/Card Club - Card Club,6
2016 June,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,30
2016 June,California,"Contra Costa County, CA",[Total],36
2016 June,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 June,California,"Del Norte County, CA",[Total],1
2016 June,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,3
2016 June,California,"El Dorado County, CA",[Total],3
2016 June,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,10
2016 June,California,"Humboldt County, CA",[Total],10
2016 June,California,"Kern County, CA",Casino/Card Club - Card Club,7
2016 June,California,"Kern County, CA",[Total],7
2016 June,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,8
2016 June,California,"Kings County, CA",[Total],8
2016 June,California,"Lake County, CA",Casino/Card Club - Tribal Authorized Casino,1
2016 June,California,"Lake County, CA",[Total],1
2016 June,California,"Los Angeles County, CA",Casino/Card Club - Card Club,133
